,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Has_Score,Has_Rating,Age,Grouped_Publisher
1929,NBA Street V3,PS2,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,36.0,87.0,37.0,E,True,True,16.0,Mastodonte
1930,Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,69.0,72.0,152.0,T,True,True,13.0,Mastodonte
1931,EA Sports UFC,PS4,Sports,Electronic Arts,0.46,0.41,0.01,0.18,1.05,70.0,57.0,61.0,280.0,T,True,True,7.0,Mastodonte
1932,The Simpsons: Road Rage,X,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61.0,17.0,83.0,6.0,T,True,True,20.0,Mastodonte
1933,MVP Baseball 2003,PS2,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,22.0,89.0,17.0,E,True,True,18.0,Mastodonte
1934,Need for Speed: Most Wanted,X,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83.0,32.0,88.0,29.0,T,True,True,16.0,Mastodonte
1935,The Simpsons Game,X360,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.04,71.0,52.0,77.0,73.0,T,True,True,14.0,Mastodonte
1936,MySims Agents,Wii,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.03,78.0,28.0,86.0,28.0,E,True,True,12.0,Mastodonte
1937,NCAA March Madness 2004,PS2,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,16.0,88.0,12.0,E,True,True,18.0,Mastodonte
1938,Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72.0,24.0,70.0,22.0,E,True,True,14.0,Mastodonte
1939,Madden NFL 07,X,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,27.0,87.0,6.0,E,True,True,15.0,Mastodonte
1940,Harry Potter and the Prisoner of Azkaban,PS2,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,29.0,88.0,31.0,E,True,True,17.0,Mastodonte
1941,The Simpsons Game,Wii,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,19.0,61.0,38.0,T,True,True,14.0,Mastodonte
1942,NERF N-Strike Elite,Wii,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,12.0,45.0,6.0,E10+,True,True,12.0,Mastodonte
1943,NCAA Football 12,X360,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,66.0,49.0,E,True,True,10.0,Mastodonte
1944,EA Sports UFC 2,PS4,Sports,Electronic Arts,0.32,0.51,0.0,0.16,0.99,79.0,38.0,61.0,161.0,T,True,True,5.0,Mastodonte
1945,NCAA Football 06,X,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,38.0,83.0,27.0,E,True,True,16.0,Mastodonte
1946,Madden NFL 08,PS3,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,81.0,31.0,53.0,33.0,E,True,True,14.0,Mastodonte
1947,Brutal Legend,X360,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,82.0,88.0,80.0,269.0,M,True,True,12.0,Mastodonte
1948,NHL 2004,PS2,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,19.0,76.0,53.0,E,True,True,18.0,Mastodonte
1949,Medal of Honor: Underground,PS,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,16.0,90.0,45.0,T,True,True,21.0,Mastodonte
1950,NHL 2001,PS2,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,22.0,81.0,9.0,E,True,True,21.0,Mastodonte
1951,Army of Two: The 40th Day,X360,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,79.0,73.0,126.0,M,True,True,11.0,Mastodonte
1952,Kessen,PS2,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,84.0,12.0,T,True,True,21.0,Mastodonte
1953,NCAA Football 10,X360,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,83.0,26.0,67.0,37.0,E,True,True,12.0,Mastodonte
1954,Brutal Legend,PS3,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,83.0,61.0,76.0,163.0,M,True,True,12.0,Mastodonte
1955,NHL 2003,PS2,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,79.0,20.0,68.0,18.0,E,True,True,19.0,Mastodonte
1956,The Sims 2,DS,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,70.0,13.0,61.0,24.0,E10+,True,True,16.0,Mastodonte
1957,NCAA Football 11,X360,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,86.0,29.0,71.0,70.0,E,True,True,11.0,Mastodonte
1958,007: The World is not Enough,PS,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,61.0,11.0,67.0,44.0,T,True,True,21.0,Mastodonte
1959,Dantes Inferno,X360,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73.0,71.0,77.0,225.0,M,True,True,11.0,Mastodonte
1960,EA Sports Active 2,PS3,Sports,Electronic Arts,0.53,0.27,0.0,0.12,0.92,78.0,20.0,54.0,14.0,E,True,True,11.0,Mastodonte
1961,Knockout Kings 2002,PS2,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76.0,23.0,81.0,12.0,T,True,True,19.0,Mastodonte
1962,SSX,PS3,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81.0,38.0,68.0,111.0,E,True,True,9.0,Mastodonte
1963,Madden NFL 25,PS4,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.91,74.0,13.0,52.0,118.0,E,True,True,8.0,Mastodonte
1964,Tiger Woods PGA Tour 2002,PS2,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,80.0,23.0,76.0,5.0,E,True,True,19.0,Mastodonte
1965,Burnout Revenge,PS2,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,90.0,52.0,88.0,115.0,E10+,True,True,16.0,Mastodonte
1966,James Bond 007: Agent Under Fire,X,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,71.0,16.0,75.0,15.0,T,True,True,19.0,Mastodonte
1967,Titanfall 2,XOne,Shooter,Electronic Arts,0.58,0.23,0.0,0.08,0.9,87.0,31.0,80.0,279.0,M,True,True,5.0,Mastodonte
1968,NBA Live 2005,X,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,85.0,28.0,76.0,14.0,E,True,True,17.0,Mastodonte
1969,Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,68.0,21.0,66.0,27.0,E,True,True,18.0,Mastodonte
1970,Tiger Woods PGA Tour 06,PS2,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,83.0,29.0,62.0,16.0,E,True,True,16.0,Mastodonte
1971,Tiger Woods PGA Tour 12: The Masters,PS3,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,80.0,41.0,73.0,17.0,E,True,True,10.0,Mastodonte
1972,FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.89,80.0,18.0,84.0,22.0,E,True,True,13.0,Mastodonte
1973,NCAA Football 13,PS3,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,9.0,41.0,34.0,E,True,True,9.0,Mastodonte
1974,The Simpsons Game,PS3,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.88,71.0,30.0,74.0,50.0,T,True,True,14.0,Mastodonte
1975,Madden NFL 08,Wii,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.87,76.0,29.0,68.0,27.0,E,True,True,14.0,Mastodonte
1976,Fight Night Round 2,PS2,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,88.0,37.0,90.0,37.0,T,True,True,16.0,Mastodonte
1977,Crysis 3,PS3,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77.0,23.0,63.0,288.0,M,True,True,8.0,Mastodonte
1978,Mercenaries 2: World in Flames,PS3,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72.0,43.0,71.0,73.0,T,True,True,13.0,Mastodonte
1979,2010 FIFA World Cup South Africa,X360,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,83.0,61.0,81.0,58.0,E,True,True,11.0,Mastodonte
1980,Tiger Woods PGA Tour 2005,X,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,88.0,26.0,89.0,14.0,E,True,True,17.0,Mastodonte
1981,NCAA Football 11,PS3,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,85.0,22.0,74.0,25.0,E,True,True,11.0,Mastodonte
1982,Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74.0,56.0,70.0,88.0,M,True,True,11.0,Mastodonte
1983,Skate 2,PS3,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,84.0,50.0,78.0,53.0,T,True,True,12.0,Mastodonte
1984,NCAA Football 14,PS3,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,77.0,9.0,62.0,40.0,E,True,True,8.0,Mastodonte
1985,Burnout Legends,PSP,Racing,Electronic Arts,0.7,0.05,0.0,0.08,0.84,86.0,53.0,84.0,108.0,E10+,True,True,16.0,Mastodonte
1986,Harry Potter and the Order of the Phoenix,DS,Action,Electronic Arts,0.28,0.46,0.0,0.1,0.84,51.0,15.0,49.0,19.0,E,True,True,14.0,Mastodonte
1987,Madden NFL 09 All-Play,Wii,Sports,Electronic Arts,0.77,0.01,0.0,0.06,0.84,82.0,19.0,72.0,22.0,E,True,True,13.0,Mastodonte
1988,Madden NFL 07,PSP,Sports,Electronic Arts,0.77,0.03,0.0,0.04,0.83,78.0,18.0,66.0,16.0,E,True,True,15.0,Mastodonte
1989,NCAA Football 12,PS3,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,17.0,58.0,41.0,E,True,True,10.0,Mastodonte
1990,Tiger Woods PGA Tour 11,PS3,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,40.0,67.0,17.0,E,True,True,11.0,Mastodonte
1991,Need for Speed: Nitro,Wii,Racing,Electronic Arts,0.45,0.3,0.0,0.08,0.83,69.0,41.0,74.0,38.0,E10+,True,True,12.0,Mastodonte
1992,James Bond 007: Nightfire,X,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,78.0,30.0,78.0,25.0,T,True,True,19.0,Mastodonte
1993,Madden NFL 25,XOne,Sports,Electronic Arts,0.68,0.05,0.0,0.09,0.82,73.0,18.0,59.0,111.0,E,True,True,8.0,Mastodonte
1994,Need for Speed: Hot Pursuit 2,X,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.82,75.0,18.0,64.0,15.0,E,True,True,19.0,Mastodonte
1995,NASCAR 2001,PS,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,73.0,8.0,61.0,9.0,E,True,True,21.0,Mastodonte
1996,NCAA Football 10,PS3,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,80.0,20.0,69.0,14.0,E,True,True,12.0,Mastodonte
1997,The Sims 2,PS2,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,75.0,31.0,44.0,166.0,T,True,True,16.0,Mastodonte
1998,Need for Speed: Hot Pursuit 2,GC,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,16.0,83.0,15.0,E,True,True,19.0,Mastodonte
1999,The Sims 2: Pets,PSP,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.8,57.0,9.0,73.0,10.0,T,True,True,15.0,Mastodonte
2000,Need for Speed Rivals,X360,Racing,Electronic Arts,0.38,0.35,0.01,0.07,0.79,76.0,12.0,54.0,107.0,E10+,True,True,8.0,Mastodonte
2001,The Godfather II,X360,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,69.0,60.0,M,True,True,12.0,Mastodonte
2002,NCAA Football 08,PS2,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,6.0,84.0,24.0,E,True,True,14.0,Mastodonte
2003,FIFA Soccer 2004,X,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,20.0,82.0,23.0,E,True,True,18.0,Mastodonte
2004,The Sims 2: Castaway,PSP,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,73.0,18.0,E10+,True,True,14.0,Mastodonte
2005,Tiger Woods PGA Tour 10,PS3,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,77.0,9.0,E,True,True,12.0,Mastodonte
2006,Fight Night Champion,X360,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,74.0,106.0,M,True,True,10.0,Mastodonte
2007,James Bond 007: Nightfire,GC,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,85.0,47.0,T,True,True,19.0,Mastodonte
2008,Need for Speed: ProStreet,PSP,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,71.0,19.0,E,True,True,13.0,Mastodonte
2009,Marvel Nemesis: Rise of the Imperfects,PS2,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,63.0,46.0,T,True,True,16.0,Mastodonte
2010,Need for Speed: Porsche Unleashed,PS,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,85.0,24.0,E,True,True,22.0,Mastodonte
2011,Need For Speed: Undercover,PSP,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,68.0,37.0,T,True,True,13.0,Mastodonte
2012,The Sims 3,3DS,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,33.0,31.0,T,True,True,10.0,Mastodonte
2013,Harry Potter and the Half-Blood Prince,Wii,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.76,60.0,35.0,60.0,8.0,E10+,True,True,12.0,Mastodonte
2014,Madden NFL 06,PSP,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75.0,23.0,79.0,16.0,E,True,True,16.0,Mastodonte
2015,MVP 06 NCAA Baseball,PS2,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,76.0,27.0,90.0,18.0,E,True,True,15.0,Mastodonte
2016,The Lord of the Rings: Conquest,PS3,Action,Electronic Arts,0.38,0.25,0.0,0.11,0.74,54.0,45.0,71.0,57.0,T,True,True,12.0,Mastodonte
2017,The Godfather II,PS3,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67.0,53.0,72.0,50.0,M,True,True,12.0,Mastodonte
2018,Need for Speed: Shift,PSP,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,69.0,11.0,65.0,31.0,E,True,True,12.0,Mastodonte
2019,Tiger Woods PGA Tour 08,PS3,Sports,Electronic Arts,0.22,0.37,0.0,0.14,0.73,79.0,30.0,66.0,7.0,E,True,True,14.0,Mastodonte
2020,NHL 11,X360,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73,88.0,49.0,77.0,71.0,E10+,True,True,11.0,Mastodonte
2021,NCAA Football 07,X360,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,79.0,43.0,69.0,20.0,E,True,True,15.0,Mastodonte
2022,Madden NFL 11,Wii,Sports,Electronic Arts,0.68,0.0,0.0,0.04,0.73,75.0,6.0,54.0,7.0,E,True,True,11.0,Mastodonte
2023,James Bond 007: Agent Under Fire,GC,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72,74.0,16.0,68.0,26.0,T,True,True,19.0,Mastodonte
2024,Monopoly Streets,Wii,Misc,Electronic Arts,0.23,0.42,0.0,0.08,0.72,65.0,9.0,52.0,5.0,E,True,True,11.0,Mastodonte
2025,NBA Live 08,PS2,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,68.0,10.0,66.0,9.0,E,True,True,14.0,Mastodonte
2026,Dead to Rights,X,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72,73.0,39.0,89.0,16.0,M,True,True,19.0,Mastodonte
2027,Tiger Woods PGA Tour 07,PS2,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72,79.0,33.0,60.0,8.0,E,True,True,15.0,Mastodonte
2028,Madden NFL 10,Wii,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,77.0,23.0,72.0,24.0,E,True,True,12.0,Mastodonte
2029,NBA Live 09,X360,Sports,Electronic Arts,0.51,0.14,0.0,0.07,0.72,77.0,32.0,74.0,14.0,E,True,True,13.0,Mastodonte
2030,The Lord of the Rings: The Two Towers,X,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,79.0,17.0,81.0,18.0,T,True,True,19.0,Mastodonte
2031,Madden NFL 2003,X,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,92.0,16.0,83.0,16.0,E,True,True,19.0,Mastodonte
2032,Skate,X360,Sports,Electronic Arts,0.62,0.03,0.0,0.06,0.71,86.0,59.0,84.0,137.0,T,True,True,14.0,Mastodonte
2033,The Sims 2: Castaway,DS,Simulation,Electronic Arts,0.62,0.04,0.0,0.06,0.71,66.0,8.0,40.0,5.0,E,True,True,14.0,Mastodonte
2034,Madden NFL 08,PSP,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,75.0,10.0,68.0,8.0,E,True,True,14.0,Mastodonte
2035,Madden NFL 09,PSP,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,68.0,8.0,65.0,4.0,E,True,True,13.0,Mastodonte
2036,NCAA Football 09,X360,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71,83.0,24.0,77.0,26.0,E,True,True,13.0,Mastodonte
2037,SSX,X360,Sports,Electronic Arts,0.38,0.26,0.0,0.06,0.7,82.0,65.0,64.0,186.0,E,True,True,9.0,Mastodonte
2038,NCAA Football 08,X360,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7,81.0,30.0,78.0,44.0,E,True,True,14.0,Mastodonte
2039,NHL 12,X360,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7,86.0,56.0,70.0,73.0,E10+,True,True,10.0,Mastodonte
2040,NASCAR 2001,PS2,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,66.0,16.0,66.0,9.0,E,True,True,21.0,Mastodonte
2041,Need for Speed Rivals,XOne,Racing,Electronic Arts,0.46,0.17,0.0,0.07,0.69,75.0,18.0,58.0,175.0,E10+,True,True,8.0,Mastodonte
2042,The Sims: Medieval,PC,Simulation,Electronic Arts,0.28,0.32,0.0,0.1,0.69,77.0,56.0,60.0,174.0,T,True,True,10.0,Mastodonte
2043,The Sims 2: Apartment Pets,DS,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,0.69,50.0,12.0,33.0,4.0,E,True,True,13.0,Mastodonte
2044,Harry Potter and the Chamber of Secrets,GC,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,77.0,14.0,83.0,27.0,E,True,True,19.0,Mastodonte
2045,The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,84.0,23.0,85.0,21.0,T,True,True,18.0,Mastodonte
2046,NBA Street Vol. 2,X,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,89.0,22.0,88.0,24.0,E,True,True,18.0,Mastodonte
2047,NCAA Football 2005,X,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,89.0,29.0,80.0,12.0,E,True,True,17.0,Mastodonte
2048,FIFA Soccer 06,X,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68,80.0,39.0,75.0,22.0,E,True,True,16.0,Mastodonte
2049,Fight Night 2004,X,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,85.0,47.0,87.0,20.0,T,True,True,17.0,Mastodonte
2050,The Sims 3,DS,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,0.67,73.0,9.0,64.0,20.0,E,True,True,11.0,Mastodonte
2051,NFL Street,X,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,81.0,38.0,88.0,9.0,E,True,True,17.0,Mastodonte
2052,Darkstone,PS,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,58.0,10.0,84.0,13.0,T,True,True,20.0,Mastodonte
2053,NCAA March Madness 2003,PS2,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,74.0,13.0,80.0,27.0,E,True,True,19.0,Mastodonte
2054,NHL 10,X360,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,88.0,52.0,84.0,71.0,E10+,True,True,12.0,Mastodonte
2055,NHL 13,X360,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66,83.0,44.0,66.0,86.0,E10+,True,True,9.0,Mastodonte
2056,The Sims: Bustin Out,GC,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,81.0,30.0,90.0,15.0,T,True,True,18.0,Mastodonte
2057,Tiger Woods PGA Tour 09,PS3,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,82.0,34.0,72.0,9.0,E,True,True,13.0,Mastodonte
2058,Tiger Woods PGA Tour 09,X360,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84.0,41.0,78.0,29.0,E,True,True,13.0,Mastodonte
2059,Harry Potter and the Goblet of Fire,PS2,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,29.0,67.0,48.0,E10+,True,True,16.0,Mastodonte
2060,Tiger Woods PGA Tour 10,X360,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80.0,51.0,69.0,20.0,E,True,True,12.0,Mastodonte
2061,Need For Speed: Undercover,Wii,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,12.0,62.0,29.0,T,True,True,13.0,Mastodonte
2062,GoldenEye: Rogue Agent,PS2,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60.0,38.0,70.0,32.0,T,True,True,17.0,Mastodonte
2063,James Bond 007: Everything or Nothing,X,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,51.0,74.0,27.0,T,True,True,17.0,Mastodonte
2064,NHL 16,PS4,Sports,Electronic Arts,0.37,0.16,0.0,0.11,0.64,78.0,28.0,55.0,158.0,E10+,True,True,6.0,Mastodonte
2065,NBA Live 06,X,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79.0,30.0,64.0,15.0,E,True,True,16.0,Mastodonte
2066,NHL 13,PS3,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,84.0,22.0,68.0,60.0,E10+,True,True,9.0,Mastodonte
2067,NBA Live 08,PS3,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73.0,28.0,68.0,10.0,E,True,True,14.0,Mastodonte
2068,FIFA Soccer 2003,X,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88.0,11.0,77.0,11.0,E,True,True,19.0,Mastodonte
2069,The Lord of the Rings: Conquest,X360,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58.0,70.0,111.0,T,True,True,12.0,Mastodonte
2070,NASCAR 06: Total Team Control,PS2,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18.0,77.0,18.0,E,True,True,16.0,Mastodonte
2071,The Sims 3: Generations,PC,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70.0,22.0,36.0,81.0,T,True,True,10.0,Mastodonte
2072,FIFA Soccer 2002,PS2,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82.0,17.0,58.0,28.0,E,True,True,20.0,Mastodonte
2073,NHL 2001,PS,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88.0,10.0,77.0,7.0,E,True,True,21.0,Mastodonte
2074,Madden NFL 07,GC,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,92.0,5.0,E,True,True,15.0,Mastodonte
2075,Tiger Woods PGA Tour 2004,X,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89.0,18.0,82.0,14.0,E,True,True,18.0,Mastodonte
2076,The Urbz: Sims in the City,GBA,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6.0,92.0,25.0,E,True,True,17.0,Mastodonte
2077,2014 FIFA World Cup Brazil,PS3,Sports,Electronic Arts,0.15,0.36,0.01,0.1,0.62,73.0,33.0,43.0,87.0,E,True,True,7.0,Mastodonte
2078,Plants vs. Zombies: Garden Warfare,PS4,Shooter,Electronic Arts,0.22,0.29,0.01,0.1,0.62,75.0,23.0,76.0,261.0,E10+,True,True,7.0,Mastodonte
2079,Tiger Woods PGA Tour 12: The Masters,X360,Sports,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,50.0,60.0,26.0,E,True,True,10.0,Mastodonte
2080,Harry Potter and the Half-Blood Prince,DS,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.62,48.0,9.0,43.0,7.0,E,True,True,12.0,Mastodonte
2081,Half-Life 2,X,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,35.0,86.0,115.0,M,True,True,16.0,Mastodonte
2082,Harry Potter and the Goblet of Fire,GBA,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,60.0,8.0,E,True,True,16.0,Mastodonte
2083,Madden NFL 2002,GC,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61,89.0,12.0,75.0,4.0,E,True,True,20.0,Mastodonte
2084,MySims Racing,DS,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11.0,73.0,4.0,E,True,True,12.0,Mastodonte
2085,Plants vs. Zombies: Garden Warfare 2,XOne,Shooter,Electronic Arts,0.37,0.18,0.0,0.06,0.6,80.0,64.0,80.0,81.0,E10+,True,True,5.0,Mastodonte
2086,NHL 15,PS4,Sports,Electronic Arts,0.31,0.19,0.0,0.1,0.6,60.0,28.0,36.0,307.0,E10+,True,True,7.0,Mastodonte
2087,Fight Night Round 2,X,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88.0,48.0,88.0,27.0,T,True,True,16.0,Mastodonte
2088,SimCity DS,DS,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,69.0,27.0,63.0,18.0,E,True,True,14.0,Mastodonte
2089,Monopoly,X360,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.59,56.0,9.0,58.0,17.0,E,True,True,13.0,Mastodonte
2090,Medal of Honor: Frontline,GC,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,80.0,16.0,79.0,16.0,T,True,True,19.0,Mastodonte
2091,NHL 11,PS3,Sports,Electronic Arts,0.4,0.12,0.0,0.07,0.59,88.0,38.0,71.0,54.0,E10+,True,True,11.0,Mastodonte
2092,2002 FIFA World Cup,PS2,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73.0,19.0,56.0,18.0,E,True,True,19.0,Mastodonte
2093,MVP Baseball 2004,X,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90.0,31.0,85.0,19.0,E,True,True,17.0,Mastodonte
2094,Madden NFL 06,X360,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.59,74.0,48.0,48.0,45.0,E,True,True,16.0,Mastodonte
2095,FIFA Soccer,PSV,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79.0,45.0,71.0,80.0,E,True,True,9.0,Mastodonte
